YEAR,MONTH,Datetime,Rainfall
1966,Dec,12-01-1966,0.478
1967,Jan,01-01-1967,0
1967,Feb,02-01-1967,0
1967,Mar,03-01-1967,50.2
1967,Apr,04-01-1967,0.277
1967,May,05-01-1967,5.947
1967,Jun,06-01-1967,102.316
1967,Jul,07-01-1967,233.313
1967,Aug,08-01-1967,224.185
1967,Sep,09-01-1967,188.78
1967,Oct,10-01-1967,27.233
1967,Nov,11-01-1967,0.039
1967,Dec,12-01-1967,9.852
1968,Jan,01-01-1968,1.848
1968,Feb,02-01-1968,1.679
1968,Mar,03-01-1968,12.542
1968,Apr,04-01-1968,0.326
1968,May,05-01-1968,3.443
1968,Jun,06-01-1968,6.259
1968,Jul,07-01-1968,197.657
1968,Aug,08-01-1968,89.668
1968,Sep,09-01-1968,14.912
1968,Oct,10-01-1968,3.689
1968,Nov,11-01-1968,0.039
1968,Dec,12-01-1968,0
1969,Jan,01-01-1969,6.052
1969,Feb,02-01-1969,0.872
1969,Mar,03-01-1969,0.312
1969,Apr,04-01-1969,0
1969,May,05-01-1969,4.085
1969,Jun,06-01-1969,17.161
1969,Jul,07-01-1969,144.558
1969,Aug,08-01-1969,109.526
1969,Sep,09-01-1969,86.345
1969,Oct,10-01-1969,0
1969,Nov,11-01-1969,5.077
1969,Dec,12-01-1969,0
1970,Jan,01-01-1970,3.647
1970,Feb,02-01-1970,3.23
1970,Mar,03-01-1970,3.967
1970,Apr,04-01-1970,4.309
1970,May,05-01-1970,15.802
1970,Jun,06-01-1970,107.894
1970,Jul,07-01-1970,96.931
1970,Aug,08-01-1970,339.508
1970,Sep,09-01-1970,152.583
1970,Oct,10-01-1970,0.019
1970,Nov,11-01-1970,0.039
1970,Dec,12-01-1970,0
1971,Jan,01-01-1971,0.183
1971,Feb,01-02-1971,0
1971,Mar,03-01-1971,0
1971,Apr,04-01-1971,15.914
1971,May,05-01-1971,49.175
1971,Jun,06-01-1971,191.453
1971,Jul,07-01-1971,239.483
1971,Aug,08-01-1971,79.71
1971,Sep,09-01-1971,0
1971,Oct,10-01-1971,22.862
1971,Nov,11-01-1971,0.478
1971,Dec,12-01-1971,0
1972,Jan,01-01-1972,3.23
1972,Feb,02-01-1972,3.967
1972,Mar,03-01-1972,4.309
1972,Apr,04-01-1972,15.802
1972,May,05-01-1972,107.894
1972,Jun,06-01-1972,96.931
1972,Jul,07-01-1972,339.508
1972,Aug,08-01-1972,152.583
1972,Sep,09-01-1972,0.019
1972,Oct,10-01-1972,0.039
1972,Nov,11-01-1972,0
1972,Dec,12-01-1972,0.183
1973,Jan,01-01-1973,0
1973,Feb,02-01-1973,0
1973,Mar,03-01-1973,15.914
1973,Apr,04-01-1973,49.175
1973,May,05-01-1973,191.453
1973,Jun,06-01-1973,239.483
1973,Jul,07-01-1973,79.71
1973,Aug,08-01-1973,0
1973,Sep,09-01-1973,22.862
1973,Oct,10-01-1973,0.478
1973,Nov,11-01-1973,0
1973,Dec,12-01-1973,188.78
1974,Jan,01-01-1974,27.233
1974,Feb,02-01-1974,0.039
1974,Mar,03-01-1974,9.852
1974,Apr,04-01-1974,1.848
1974,May,05-01-1974,1.679
1974,Jun,06-01-1974,12.542
1974,Jul,07-01-1974,0.326
1974,Aug,08-01-1974,3.443
1974,Sep,09-01-1974,6.259
1974,Oct,10-01-1974,197.657
1974,Nov,11-01-1974,89.668
1974,Dec,12-01-1974,14.912
1975,Jan,01-01-1975,3.689
1975,Feb,02-01-1975,0.039
1975,Mar,03-01-1975,0
1975,Apr,04-01-1975,6.052
1975,May,05-01-1975,0.872
1975,Jun,06-01-1975,0.312
1975,Jul,07-01-1975,0
1975,Aug,08-01-1975,4.085
1975,Sep,09-01-1975,17.161
1975,Oct,10-01-1975,144.558
1975,Nov,11-01-1975,109.526
1975,Dec,12-01-1975,86.345
1976,Jan,01-01-1976,0
1976,Feb,02-01-1976,5.077
1976,Mar,03-01-1976,0
1976,Apr,04-01-1976,3.647
1976,May,05-01-1976,3.23
1976,Jun,06-01-1976,3.967
1976,Jul,07-01-1976,4.309
1976,Aug,08-01-1976,15.802
1976,Sep,09-01-1976,107.894
1976,Oct,10-01-1976,96.931
1976,Nov,11-01-1976,339.508
1976,Dec,12-01-1976,152.583
1977,Jan,01-01-1977,0.019
1977,Feb,02-01-1977,0.039
1977,Mar,03-01-1977,0
1977,Apr,04-01-1977,0.183
1977,May,05-01-1977,0
1977,Jun,06-01-1977,0
1977,Jul,07-01-1977,15.914
1977,Aug,08-01-1977,49.175
1977,Sep,09-01-1977,191.453
1977,Oct,10-01-1977,239.483
1977,Nov,11-01-1977,79.71
1977,Dec,12-01-1977,0
1978,Jan,01-01-1978,22.862
1978,Feb,02-01-1978,0.478
1978,Mar,03-01-1978,0
1978,Apr,04-01-1978,3.23
1978,May,05-01-1978,3.967
1978,Jun,06-01-1978,4.309
1978,Jul,07-01-1978,15.802
1978,Aug,08-01-1978,107.894
1978,Sep,09-01-1978,96.931
1978,Oct,10-01-1978,339.508
1978,Nov,11-01-1978,152.583
1978,Dec,12-01-1978,0.019
1979,Jan,01-01-1979,0.039
1979,Feb,02-01-1979,0
1979,Mar,03-01-1979,0.183
1979,Apr,04-01-1979,0
1979,May,05-01-1979,0
1979,Jun,06-01-1979,15.914
1979,Jul,07-01-1979,49.175
1979,Aug,08-01-1979,191.453
1979,Sep,09-01-1979,239.483
1979,Oct,10-01-1979,79.71
1979,Nov,11-01-1979,0
1979,Dec,12-01-1979,22.862
1980,Jan,01-01-1980,0.478
1980,Feb,02-01-1980,0
1980,Mar,03-01-1980,188.78
1980,Apr,04-01-1980,27.233
1980,May,05-01-1980,0.039
1980,Jun,06-01-1980,9.852
1980,Jul,07-01-1980,1.848
1980,Aug,08-01-1980,1.679
1980,Sep,09-01-1980,12.542
1980,Oct,10-01-1980,0.326
1980,Nov,11-01-1980,3.443
1980,Dec,12-01-1980,6.259
1981,Jan,01-01-1981,197.657
1981,Feb,02-01-1981,89.668
1981,Mar,03-01-1981,14.912
1981,Apr,04-01-1981,3.689
1981,May,05-01-1981,0.039
1981,Jun,06-01-1981,0
1981,Jul,07-01-1981,6.052
1981,Aug,08-01-1981,0.872
1981,Sep,09-01-1981,0.312
1981,Oct,10-01-1981,0
1981,Nov,11-01-1981,4.085
1981,Dec,12-01-1981,17.161
1982,Jan,01-01-1982,144.558
1982,Feb,02-01-1982,109.526
1982,Mar,03-01-1982,86.345
1982,Apr,04-01-1982,0
1982,May,05-01-1982,5.077
1982,Jun,06-01-1982,0
1982,Jul,07-01-1982,3.647
1982,Aug,08-01-1982,3.23
1982,Sep,09-01-1982,3.967
1982,Oct,10-01-1982,4.309
1982,Nov,11-01-1982,15.802
1982,Dec,12-01-1982,107.894
1983,Jan,01-01-1983,96.931
1984,Feb,02-01-1983,339.508
1984,Mar,03-01-1983,152.583
1984,Apr,04-01-1983,0.019
1984,May,05-01-1983,0.039
1984,Jun,06-01-1983,0
1984,Jul,07-01-1983,0.183
1984,Aug,08-01-1983,0
1984,Sep,09-01-1983,0
1984,Oct,10-01-1983,15.914
1984,Nov,11-01-1983,49.175
1984,Dec,12-01-1983,191.453
1985,Jan,01-01-1984,239.483
1985,Feb,02-01-1984,79.71
1985,Mar,03-01-1984,0
1985,Apr,04-01-1984,22.862
1985,May,05-01-1984,0.478
1985,Jun,06-01-1984,0
1985,Jul,07-01-1984,3.23
1985,Aug,08-01-1984,3.967
1985,Sep,09-01-1984,4.309
1985,Oct,10-01-1984,15.802
1985,Nov,11-01-1984,107.894
1985,Dec,12-01-1984,96.931
1986,Jan,01-01-1985,339.508
1986,Feb,02-01-1985,152.583
1986,Mar,03-01-1985,0.019
1986,Apr,04-01-1985,0.039
1986,May,05-01-1985,0
1986,Jun,06-01-1985,0.183
1986,Jul,07-01-1985,0
1986,Aug,08-01-1985,0
1986,Sep,09-01-1985,15.914
1986,Oct,10-01-1985,49.175
1986,Nov,11-01-1985,191.453
1986,Dec,12-01-1985,239.483
1987,Jan,01-01-1986,79.71
1987,Feb,02-01-1986,0
1987,Mar,03-01-1986,22.862
1987,Apr,04-01-1986,0.478
1987,May,05-01-1986,0
1987,Jun,06-01-1986,188.78
1987,Jul,07-01-1986,27.233
1987,Aug,08-01-1986,0.039
1987,Sep,09-01-1986,9.852
1987,Oct,10-01-1986,1.848
1987,Nov,11-01-1986,1.679
1987,Dec,12-01-1986,12.542
1988,Jan,01-01-1987,0.326
1988,Feb,02-01-1987,3.443
1988,Mar,03-01-1987,6.259
1988,Apr,04-01-1987,197.657
1988,May,05-01-1987,89.668
1988,Jun,06-01-1987,14.912
1988,Jul,07-01-1987,3.689
1988,Aug,08-01-1987,0.039
1988,Sep,09-01-1987,0
1988,Oct,10-01-1987,6.052
1988,Nov,11-01-1987,0.872
1988,Dec,12-01-1987,0.312
1989,Jan,01-01-1989,0
1989,Feb,02-01-1989,4.085
1989,Mar,03-01-1989,17.161
1989,Apr,04-01-1989,144.558
1989,May,05-01-1989,109.526
1989,Jun,06-01-1989,86.345
1989,Jul,07-01-1989,0
1989,Aug,08-01-1989,5.077
1989,Sep,09-01-1989,0
1989,Oct,10-01-1989,3.647
1989,Nov,11-01-1989,3.23
1989,Dec,12-01-1989,3.967
1990,Jan,01-01-1990,4.309
1990,Feb,02-01-1990,15.802
1990,Mar,03-01-1990,107.894
1990,Apr,04-01-1990,96.931
1990,May,05-01-1990,339.508
1990,Jun,06-01-1990,152.583
1990,Jul,07-01-1990,0.019
1990,Aug,08-01-1990,0.039
1990,Sep,09-01-1990,0
1990,Oct,10-01-1990,0.183
1990,Nov,11-01-1990,0
1990,Dec,12-01-1990,0
1991,Jan,01-01-1991,15.914
1991,Feb,02-01-1991,49.175
1991,Mar,03-01-1991,191.453
1991,Apr,04-01-1991,239.483
1991,May,05-01-1991,79.71
1991,Jun,06-01-1991,0
1991,Jul,07-01-1991,22.862
1991,Aug,08-01-1991,0.478
1991,Sep,09-01-1991,0
1991,Oct,10-01-1991,3.23
1991,Nov,11-01-1991,3.967
1991,Dec,12-01-1991,4.309
1992,Jan,01-01-1992,15.802
1992,Feb,02-01-1992,107.894
1992,Mar,03-01-1992,96.931
1992,Apr,04-01-1992,339.508
1992,May,05-01-1992,152.583
1992,Jun,06-01-1992,0.019
1992,Jul,07-01-1992,0.039
1992,Aug,08-01-1992,0
1992,Sep,09-01-1992,0.183
1992,Oct,10-01-1992,0
1992,Nov,11-01-1992,0
1992,Dec,12-01-1992,15.914
1993,Jan,01-01-1993,49.175
1993,Feb,02-01-1993,191.453
1993,Mar,03-01-1993,239.483
1993,Apr,04-01-1993,79.71
1993,May,05-01-1993,0
1993,Jun,06-01-1993,22.862
1993,Jul,07-01-1993,0.478
1993,Aug,08-01-1993,0
1993,Sep,09-01-1993,188.78
1993,Oct,10-01-1993,27.233
1993,Nov,11-01-1993,0.039
1993,Dec,12-01-1993,9.852
1994,Jan,01-01-1994,1.848
1994,Feb,02-01-1994,1.679
1994,Mar,03-01-1994,12.542
1994,Apr,04-01-1994,0.326
1994,May,05-01-1994,3.443
1994,Jun,06-01-1994,6.259
1994,Jul,07-01-1994,197.657
1994,Aug,08-01-1994,89.668
1994,Sep,09-01-1994,14.912
1994,Oct,10-01-1994,3.689
1994,Nov,11-01-1994,0.039
1994,Dec,12-01-1994,0
1995,Jan,01-01-1995,6.052
1995,Feb,02-01-1995,0.872
1995,Mar,03-01-1995,0.312
1995,Apr,04-01-1995,0
1995,May,05-01-1995,4.085
1995,Jun,06-01-1995,17.161
1995,Jul,07-01-1995,144.558
1995,Aug,08-01-1995,109.526
1995,Sep,09-01-1995,86.345
1995,Oct,10-01-1995,0
1995,Nov,11-01-1995,5.077
1995,Dec,12-01-1995,0
1996,Jan,01-01-1996,3.647
1996,Feb,02-01-1996,3.23
1996,Mar,03-01-1996,3.967
1996,Apr,04-01-1996,4.309
1996,May,05-01-1996,15.802
1996,Jun,06-01-1996,107.894
1996,Jul,07-01-1996,96.931
1996,Aug,08-01-1996,339.508
1996,Sep,09-01-1996,152.583
1996,Oct,10-01-1996,0.019
1996,Nov,11-01-1996,0.039
1996,Dec,12-01-1996,0
1997,Jan,01-01-1997,0.183
1997,Feb,02-01-1997,0
1997,Mar,03-01-1997,0
1997,Apr,04-01-1997,15.914
1997,May,05-01-1997,49.175
1997,Jun,06-01-1997,191.453
1997,Jul,07-01-1997,239.483
1997,Aug,08-01-1997,79.71
1997,Sep,09-01-1997,0
1997,Oct,10-01-1997,22.862
1997,Nov,11-01-1997,0.478
1997,Dec,12-01-1997,0
1998,Jan,01-01-1998,3.23
1998,Feb,02-01-1998,3.967
1998,Mar,03-01-1998,4.309
1998,Apr,04-01-1998,15.802
1998,May,05-01-1998,107.894
1998,Jun,06-01-1998,96.931
1998,Jul,07-01-1998,339.508
1998,Aug,08-01-1998,152.583
1998,Sep,09-01-1998,0.019
1998,Oct,10-01-1998,0.039
1998,Nov,11-01-1998,0
1998,Dec,12-01-1998,0.183
1999,Jan,01-01-1999,0
1999,Feb,02-01-1999,0
1999,Mar,03-01-1999,15.914
1999,Apr,04-01-1999,49.175
1999,May,05-01-1999,191.453
1999,Jun,06-01-1999,239.483
1999,Jul,07-01-1999,79.71
1999,Aug,08-01-1999,0
1999,Sep,09-01-1999,22.862
1999,Oct,10-01-1999,0.478
1999,Nov,11-01-1999,0
1999,Dec,12-01-1999,188.78
2000,Jan,01-01-2000,27.233
2000,Feb,02-01-2000,0.039
2000,Mar,03-01-2000,9.852
2000,Apr,04-01-2000,1.848
2000,May,05-01-2000,1.679
2000,Jun,06-01-2000,12.542
2000,Jul,07-01-2000,0.326
2000,Aug,08-01-2000,3.443
2000,Sep,09-01-2000,6.259
2000,Oct,10-01-2000,197.657
2000,Nov,11-01-2000,89.668
2000,Dec,12-01-2000,14.912
2001,Jan,01-01-2001,3.689
2001,Feb,02-01-2001,0.039
2001,Mar,03-01-2001,0
2001,Apr,04-01-2001,6.052
2001,May,05-01-2001,0.872
2001,Jun,06-01-2001,0.312
2001,Jul,07-01-2001,0
2001,Aug,08-01-2001,4.085
2001,Sep,09-01-2001,17.161
2001,Oct,10-01-2001,144.558
2001,Nov,11-01-2001,109.526
2001,Dec,12-01-2001,86.345
2002,Jan,01-01-2002,0
2002,Feb,02-01-2002,5.077
2002,Mar,03-01-2002,0
2002,Apr,04-01-2002,3.647
2002,May,05-01-2002,3.23
2002,Jun,06-01-2002,3.967
2002,Jul,07-01-2002,4.309
2002,Aug,08-01-2002,15.802
2002,Sep,09-01-2002,107.894
2002,Oct,10-01-2002,96.931
2002,Nov,11-01-2002,339.508
2002,Dec,12-01-2002,152.583
2003,Jan,01-01-2003,0.019
2003,Feb,02-01-2003,0.039
2003,Mar,03-01-2003,0
2003,Apr,04-01-2003,0.183
2003,May,05-01-2003,0
2003,Jun,06-01-2003,0
2003,Jul,07-01-2003,15.914
2003,Aug,08-01-2003,49.175
2003,Sep,09-01-2003,191.453
2003,Oct,10-01-2003,239.483
2003,Nov,11-01-2003,79.71
2003,Dec,12-01-2003,0
2004,Jan,01-01-2004,22.862
2004,Feb,02-01-2004,0.478
2004,Mar,03-01-2004,0
2004,Apr,04-01-2004,3.23
2004,May,05-01-2004,3.967
2004,Jun,06-01-2004,4.309
2004,Jul,07-01-2004,15.802
2004,Aug,08-01-2004,107.894
2004,Sep,09-01-2004,96.931
2004,Oct,10-01-2004,339.508
2004,Nov,11-01-2004,152.583
2004,Dec,12-01-2004,0.019
2005,Jan,01-01-2005,0.039
2005,Feb,02-01-2005,0
2005,Mar,03-01-2005,0.183
2005,Apr,04-01-2005,0
2005,May,05-01-2005,0
2005,Jun,06-01-2005,15.914
2005,Jul,07-01-2005,49.175
2005,Aug,08-01-2005,191.453
2005,Sep,09-01-2005,239.483
2005,Oct,10-01-2005,79.71
2005,Nov,11-01-2005,0
2005,Dec,12-01-2005,22.862
2006,Jan,01-01-2006,0.478
2006,Feb,02-01-2006,0
2006,Mar,03-01-2006,188.78
2006,Apr,04-01-2006,27.233
2006,May,05-01-2006,0.039
2006,Jun,06-01-2006,9.852
2006,Jul,07-01-2006,1.848
2006,Aug,08-01-2006,1.679
2006,Sep,09-01-2006,12.542
2006,Oct,10-01-2006,0.326
2006,Nov,11-01-2006,3.443
2006,Dec,12-01-2006,6.259
2007,Jan,01-01-2007,197.657
2007,Feb,02-01-2007,89.668
2007,Mar,03-01-2007,14.912
2007,Apr,04-01-2007,3.689
2007,May,05-01-2007,0.039
2007,Jun,06-01-2007,0
2007,Jul,07-01-2007,6.052
2007,Aug,08-01-2007,0.872
2007,Sep,09-01-2007,0.312
2007,Oct,10-01-2007,0
2007,Nov,11-01-2007,4.085
2007,Dec,12-01-2007,17.161
2008,Jan,01-01-2008,144.558
2008,Feb,02-01-2008,109.526
2008,Mar,03-01-2008,86.345
2008,Apr,04-01-2008,0
2008,May,05-01-2008,5.077
2008,Jun,06-01-2008,0
2008,Jul,07-01-2008,3.647
2008,Aug,08-01-2008,3.23
2008,Sep,09-01-2008,3.967
2008,Oct,10-01-2008,4.309
2008,Nov,11-01-2008,15.802
2008,Dec,12-01-2008,107.894
2009,Jan,01-01-2009,96.931
2009,Feb,02-01-2009,339.508
2009,Mar,03-01-2009,152.583
2009,Apr,04-01-2009,0.019
2009,May,05-01-2009,0.039
2009,Jun,06-01-2009,0
2009,Jul,07-01-2009,0.183
2009,Aug,08-01-2009,0
2009,Sep,09-01-2009,0
2009,Oct,10-01-2009,15.914
2009,Nov,11-01-2009,49.175
2009,Dec,12-01-2009,191.453
2010,Jan,01-01-2010,239.483
2010,Feb,02-01-2010,79.71
2010,Mar,03-01-2010,0
2010,Apr,04-01-2010,22.862
2010,May,05-01-2010,0.478
2010,Jun,06-01-2010,0
2010,Jul,07-01-2010,3.23
2010,Aug,08-01-2010,3.967
2010,Sep,09-01-2010,4.309
2010,Oct,10-01-2010,15.802
2010,Nov,11-01-2010,107.894
2010,Dec,12-01-2010,96.931
2011,Jan,01-01-2011,339.508
2011,Feb,02-01-2011,152.583
2011,Mar,03-01-2011,0.019
2011,Apr,04-01-2011,0.039
2011,May,05-01-2011,0
2011,Jun,06-01-2011,0.183
2011,Jul,07-01-2011,0
2011,Aug,08-01-2011,0
2011,Sep,09-01-2011,15.914
2011,Oct,10-01-2011,49.175
2011,Nov,11-01-2011,191.453
2011,Dec,12-01-2011,239.483
2012,Jan,01-01-2012,79.71
2012,Feb,02-01-2012,0
2012,Mar,03-01-2012,22.862
2012,Apr,04-01-2012,0.478
2012,May,05-01-2012,0
2012,Jun,06-01-2012,188.78
2012,Jul,07-01-2012,27.233
2012,Aug,08-01-2012,0.039
2012,Sep,09-01-2012,9.852
2012,Oct,10-01-2012,1.848
2012,Nov,11-01-2012,1.679
2012,Dec,12-01-2012,12.542
2013,Jan,01-01-2013,0.326
2013,Feb,02-01-2013,3.443
2013,Mar,03-01-2013,6.259
2013,Apr,04-01-2013,197.657
2013,May,05-01-2013,89.668
2013,Jun,06-01-2013,14.912
2013,Jul,07-01-2013,3.689
2013,Aug,08-01-2013,0.039
2013,Sep,09-01-2013,0
2013,Oct,10-01-2013,6.052
2013,Nov,11-01-2013,0.872
2013,Dec,12-01-2013,0.312
2014,Jan,01-01-2014,0
2014,Feb,02-01-2014,4.085
2014,Mar,03-01-2014,17.161
2014,Apr,04-01-2014,144.558
2014,May,05-01-2014,109.526
2014,Jun,06-01-2014,86.345
2014,Jul,07-01-2014,0
2014,Aug,08-01-2014,5.077
2014,Sep,09-01-2014,0
2014,Oct,10-01-2014,3.647
2014,Nov,11-01-2014,3.23
2014,Dec,12-01-2014,3.967
2015,Jan,01-01-2015,4.309
2015,Feb,02-01-2015,15.802
2015,Mar,03-01-2015,107.894
2015,Apr,04-01-2015,96.931
2015,May,05-01-2015,339.508
2015,Jun,06-01-2015,152.583
2015,Jul,07-01-2015,0.019
2015,Aug,08-01-2015,0.039
2015,Sep,09-01-2015,0
2015,Oct,10-01-2015,0.183
2015,Nov,11-01-2015,0
2015,Dec,12-01-2015,0
2016,Jan,01-01-2016,15.914
2016,Feb,02-01-2016,49.175
2016,Mar,03-01-2016,191.453
2016,Apr,04-01-2016,239.483
2016,May,05-01-2016,79.71
2016,Jun,06-01-2016,0
2016,Jul,07-01-2016,22.862
2016,Aug,08-01-2016,0.478
2016,Sep,09-01-2016,0
2016,Oct,10-01-2016,3.23
2016,Nov,11-01-2016,3.967
2016,Dec,12-01-2016,4.309
2017,Jan,01-01-2017,15.802
2017,Feb,02-01-2017,107.894
2017,Mar,03-01-2017,96.931
2017,Apr,04-01-2017,339.508
2017,May,05-01-2017,152.583
2017,Jun,06-01-2017,0.019
2017,Jul,07-01-2017,0.039
2017,Aug,08-01-2017,0
2017,Sep,09-01-2017,0.183
2017,Oct,10-01-2017,0
2017,Nov,11-01-2017,0
2017,Dec,12-01-2017,15.914
2018,Jan,01-01-2018,49.175
2018,Feb,02-01-2018,191.453
2018,Mar,03-01-2018,239.483
2018,Apr,04-01-2018,79.71
2018,May,05-01-2018,0
2018,Jun,06-01-2018,22.862
2018,Jul,07-01-2018,0.478
2018,Aug,08-01-2018,0
2018,Sep,09-01-2018,188.78
2018,Oct,10-01-2018,27.233
2018,Nov,11-01-2018,0.039
2019,Dec,12-01-2018,9.852
2019,Jan,01-01-2019,1.848
2019,Feb,02-01-2019,1.679
2019,Mar,03-01-2019,12.542
2019,Apr,04-01-2019,0.326
2019,May,05-01-2019,3.443
2019,Jun,06-01-2019,6.259
2019,Jul,07-01-2019,197.657
2019,Aug,08-01-2019,89.668
2019,Sep,09-01-2019,14.912
2019,Oct,10-01-2019,3.689
2019,Nov,11-01-2019,0.039
2019,Dec,12-01-2019,0
2020,Jan,01-01-2020,6.052
2020,Feb,02-01-2020,0.872
2020,Mar,03-01-2020,0.312
2020,Apr,04-01-2020,0
2020,May,05-01-2020,4.085
2020,Jun,06-01-2020,17.161
2020,Jul,07-01-2020,144.558
2020,Aug,08-01-2020,109.526
2020,Sep,09-01-2020,86.345
2020,Oct,10-01-2020,0
2020,Nov,11-01-2020,5.077
2020,Dec,12-01-2020,0
2021,Jan,01-01-2021,3.647
2021,Feb,02-01-2021,3.23
2021,Mar,03-01-2021,3.967
2021,Apr,04-01-2021,4.309
2021,May,05-01-2021,15.802
2021,Jun,06-01-2021,107.894
2021,Jul,07-01-2021,96.931
2021,Aug,08-01-2021,339.508
2021,Sep,09-01-2021,152.583
2021,Oct,10-01-2021,0.019
2021,Nov,11-01-2021,0.039
2021,Dec,12-01-2021,0
2022,Jan,01-01-2022,0.183
2022,Feb,02-01-2022,0
2022,Mar,03-01-2022,0
2022,Apr,04-01-2022,15.914
2022,May,05-01-2022,49.175
2022,Jun,06-01-2022,191.453
2022,Jul,07-01-2022,239.483
2022,Aug,08-01-2022,79.71
2022,Sep,09-01-2022,0
2022,Oct,10-01-2022,22.862
2022,Nov,11-01-2022,0.478
2022,Dec,12-01-2022,0
2023,Jan,01-01-2023,3.23
2023,Feb,02-01-2023,3.967
2023,Mar,03-01-2023,4.309
2023,Apr,04-01-2023,15.802
2023,May,05-01-2023,107.894
2023,Jun,06-01-2023,96.931
2023,Jul,07-01-2023,339.508
2023,Aug,08-01-2023,152.583
2023,Sep,09-01-2023,0.019
2023,Oct,10-01-2023,0.039
2023,Nov,11-01-2023,0
2023,Dec,12-01-2023,0.183
